"Age","Attrition","BusinessTravel","DailyRate","Department","DistanceFromHome","Education","EducationField","EmployeeCount","EmployeeNumber","EnvironmentSatisfaction","Gender","HourlyRate","JobInvolvement","JobLevel","JobRole","JobSatisfaction","MaritalStatus","MonthlyIncome","MonthlyRate","NumCompaniesWorked","Over18","OverTime","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","StandardHours","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager"
55,"No","Travel_Rarely",NA,"Research & Development",28,4,"Life Sciences",NA,1501,4,"Male",30,3,2,"Healthcare Representative",3,"Married",3077.86142373002,16143,0,"Y","Yes",16,3,2,80,0,4,2,3,3,2,1,2
25,"No",NA,1099,"Research & Development",4,4,"Medical",1,1502,1,"Female",82,2,1,"Laboratory Technician",2,"Married",155.372887317266,8192,8,"Y","No",11,3,2,NA,0,8,NA,3,5,4,0,2
47,"No",NA,571,"Sales",14,1,"Medical",1,1503,3,"Female",78,3,2,"Sales Executive",3,"Married",12597.6156462274,15100,3,"Y","Yes",17,3,3,80,1,36,4,2,5,15,1,2
28,"Yes","Travel_Frequently",289,"Research & Development",2,2,"Medical",1,1504,3,"Male",38,2,1,NA,1,"Single",748.755928821056,NA,7,"Y","No",11,3,3,80,0,8,2,2,0,0,0,0
28,NA,"Travel_Rarely",1423,"Research & Development",1,3,"Life Sciences",1,1506,1,"Male",72,2,1,"Research Scientist",3,"Divorced",2626.89334687126,12530,1,"Y",NA,17,3,4,NA,0,1,2,1,1,0,0,0
28,"No","Travel_Frequently",467,"Sales",7,3,"Life Sciences",1,1507,3,"Male",55,3,2,"Sales Executive",1,"Single",3248.80814200992,11827,0,"Y","No",14,3,NA,30,0,5,5,3,4,6,10,3
NA,"No","Travel_Rarely",271,"Research & Development",3,2,"Medical",1,1509,3,"Female",43,2,2,"Laboratory Technician",1,"Married",12162.9248303756,23070,4,"Y","No",25,4,1,35,0,10,3,3,3,2,1,2
29,"No","Travel_Frequently",410,"Research & Development",NA,1,NA,1,1513,4,"Female",97,3,2,"Laboratory Technician",2,"Married",3399.63200835995,4668,0,"Y","No",13,3,3,80,3,4,3,3,3,2,0,2
28,"No","Travel_Rarely",1083,"Research & Development",29,1,"Life Sciences",NA,1920,3,"Male",96,1,2,"Manufacturing Director",2,"Married",3852.35372523704,3173,1,"Y","No",14,3,2,80,2,16,2,2,95,6,1,7
33,"No","Travel_Rarely",516,"Research & Development",8,5,"Life Sciences",1,1515,4,"Male",69,3,2,"Healthcare Representative",3,"Single",3750.115969584,22049,2,"Y","Yes",17,3,1,92,0,14,6,3,0,0,NA,9
32,"No","Travel_Rarely",495,"Research & Development",10,3,"Medical",64,1516,3,"Male",64,3,3,NA,4,"Single",6677.28053213636,21072,3,"Y","No",25,4,2,94,0,40,5,4,5,2,0,0
54,"No","Travel_Frequently",1278,"Research & Development",9,4,"Medical",1,1667,2,NA,87,1,4,"Manager",1,"Divorced",37368.3050048579,24299,3,"Y","No",20,NA,1,80,1,26,2,3,70,9,1,12
NA,"Yes","Travel_Rarely",224,"Research & Development",1,4,"Technical Degree",1,1522,1,"Male",100,2,NA,"Research Scientist",1,"Single",4399.4446665768,7568,NA,"Y","No",13,3,3,80,NA,11,2,1,9,7,4,7
44,NA,"Travel_Rarely",136,NA,28,3,"Life Sciences",1,443,4,"Male",32,3,4,"Research Director",1,NA,9417.35582020773,22074,3,"Y","No",13,4,3,80,1,24,1,4,83,6,14,17
39,"No","Travel_Rarely",1252,"Research & Development",6,3,"Life Sciences",1,1525,2,"Female",32,1,3,"Manufacturing Director",2,"Single",8465.02834563555,9150,4,"Y","No",18,3,4,80,0,9,3,3,10,0,2,2
46,"No","Travel_Rarely",228,"Sales",3,NA,"Life Sciences",1,1527,3,"Female",51,1,4,"Manager",2,"Married",1973.02253011161,11380,8,"Y",NA,12,3,4,80,2,23,2,4,13,NA,6,1
35,"No","Travel_Rarely",1029,"Research & Development",16,3,"Life Sciences",1,1529,4,"Female",91,2,3,"Healthcare Representative",2,"Single",22685.7550534056,12579,1,"Y",NA,19,3,4,80,0,11,3,1,11,8,3,3
23,"No","Travel_Rarely",507,"Research & Development",20,1,"Life Sciences",1,1533,1,"Male",97,3,2,"Laboratory Technician",3,"Single",1053.70140561945,24812,0,"Y",NA,14,3,2,80,0,5,2,3,4,NA,1,2
40,"Yes","Travel_Rarely",676,NA,9,4,"Life Sciences",1,1534,4,"Male",86,3,1,"Laboratory Technician",1,"Single",6660.17322389946,21831,3,"Y","No",14,3,2,80,0,15,3,1,NA,4,1,0
34,"No","Travel_Rarely",971,"Sales",1,3,"Technical Degree",1,426,4,"Male",94,3,3,"Sales Executive",3,"Married",9650.3859221309,12288,1,NA,"Yes",14,3,4,80,0,10,3,3,10,NA,8,6
NA,"Yes",NA,561,"Research & Development",3,3,"Life Sciences",1,1537,4,"Female",37,3,1,"Research Scientist",3,"Single",5139.18401644028,4156,1,"Y","No",18,3,1,80,0,NA,2,4,7,2,5,NA
50,"No","Travel_Frequently",333,"Research & Development",22,3,"Medical",1,1539,3,"Male",NA,2,4,"Research Director",4,"Single",3838.98738117423,24450,1,"Y","Yes",13,3,4,NA,0,14,2,2,NA,6,13,9
34,"No","Travel_Rarely",1440,"Sales",7,2,"Technical Degree",1,1541,2,"Male",55,3,1,"Sales Representative",3,"Married",249.510509134131,4944,0,"Y","Yes",25,4,2,80,1,18,4,4,11,10,5,7
42,"No","Travel_Rarely",1210,"Research & Development",2,3,"Medical",72,1542,3,NA,68,2,1,"Laboratory Technician",2,"Married",77688,24052,4,"Y","No",14,3,2,13,1,4,3,3,1,0,0,0
NA,"No","Travel_Rarely",674,"Research & Development",NA,3,"Medical",1,1543,1,"Male",47,3,2,"Research Scientist",4,"Married",4056.33961896239,3031,1,"Y","No",17,3,1,80,0,10,2,1,10,8,3,7
29,"No","Travel_Rarely",245,"Research & Development",NA,1,"Other",NA,1544,3,"Female",39,1,3,"Healthcare Representative",1,"Married",1857.60389548746,7288,3,"Y","No",13,3,3,80,1,9,3,3,7,7,0,7
NA,"No","Travel_Rarely",575,"Research & Development",9,3,"Life Sciences",1,1545,4,"Male",44,2,2,"Manufacturing Director",2,NA,11698.8502085423,24152,1,"Y","No",13,3,4,80,3,5,2,3,5,3,0,2
45,"No","Travel_Rarely",950,"Research & Development",28,3,"Technical Degree",1,1546,4,"Male",97,3,1,"Research Scientist",4,"Married",1726.85618614407,4585,4,"Y","No",20,4,4,80,1,8,3,3,5,4,0,11
42,"No","Travel_Frequently",288,"Research & Development",21,3,"Life Sciences",1,1547,4,"Male",40,NA,3,"Healthcare Representative",4,"Married",37975,18611,2,"Y","Yes",14,3,3,80,1,24,3,1,20,8,13,9
56,"No","Travel_Rarely",1342,"Sales",9,2,"Medical",1,1548,1,"Male",47,3,2,"Sales Executive",1,"Married",12744.8652586885,19345,0,"Y","No",12,4,4,80,0,9,5,4,NA,4,7,NA
33,"No","Travel_Rarely",589,"Research & Development",28,4,"Life Sciences",1,1549,2,"Male",79,3,2,"Laboratory Technician",3,"Married",19077.8091004511,22949,NA,"Y","Yes",12,3,2,80,1,15,3,3,15,NA,5,7
19,"No","Travel_Rarely",898,"Human Resources",6,2,NA,1,1550,3,"Male",79,3,4,"Manager",4,"Single",9004.91786325964,17381,1,"Y","Yes",21,4,4,80,0,21,6,3,21,7,15,7
24,"No","Travel_Rarely",350,"Research & Development",21,2,"Technical Degree",1,1551,3,"Male",77,2,1,"Laboratory Technician",1,"Divorced",5151.82975245493,NA,0,"Y","No",14,3,2,44,3,2,3,3,5,NA,7,0
40,"No","Non-Travel",1142,"Research & Development",NA,2,"Life Sciences",1,NA,4,"Male",NA,3,NA,"Healthcare Representative",2,"Divorced",6451.687478439,8841,3,"Y","Yes",18,3,3,80,0,8,0,3,2,2,2,2
45,"No","Travel_Rarely",538,"Research & Development",1,4,"Technical Degree",1,1553,1,"Male",66,3,3,"Healthcare Representative",2,"Divorced",NA,20933,1,"Y","No",12,3,1,25,3,10,4,3,10,8,7,17
35,"No","Travel_Rarely",1402,"Sales",28,4,"Life Sciences",1,1554,2,"Female",98,2,1,"Sales Representative",3,"Married",831.595565813354,26204,0,"Y","No",NA,4,4,80,2,6,1,3,5,3,7,2
32,"No","Travel_Rarely",NA,NA,5,2,"Life Sciences",1,1555,4,"Female",67,2,2,"Research Scientist",2,"Married",28531.7803643078,15624,3,"Y","No",12,3,1,80,1,NA,2,3,7,1,2,5
36,"No","Travel_Rarely",1157,"Sales",2,4,"Life Sciences",1,100,3,"Male",70,3,1,"Sales Representative",4,"Single",1502.05778554928,17001,3,"Y","Yes",21,4,2,80,0,7,3,2,15,2,1,2
48,"No","Travel_Rarely",492,"Sales",16,4,NA,1,1557,3,"Female",96,3,2,"Sales Executive",3,"Divorced",5128.18646412354,13693,8,"Y","No",14,3,3,80,1,18,2,3,8,0,7,7
29,"No","Travel_Rarely",NA,"Research & Development",9,3,"Life Sciences",1,1558,3,"Male",91,4,1,"Research Scientist",3,"Married",1634.03556546566,22376,6,"Y","No",18,3,1,80,2,5,2,2,1,0,0,0
30,"No","Travel_Rarely",1242,"Sales",8,4,"Life Sciences",14,1560,NA,"Male",46,3,2,"Sales Executive",1,"Married",2997.11925815448,10589,2,"Y","No",13,3,4,80,NA,8,6,NA,10,2,NA,2
30,"Yes","Travel_Rarely",740,"Sales",1,3,NA,1,1562,2,"Male",64,2,2,"Sales Executive",1,NA,17217.571751668,5323,1,"Y",NA,11,3,4,6,1,10,4,3,10,8,6,7
38,"No","Travel_Frequently",888,"Human Resources",10,4,"Human Resources",1,1563,3,"Male",71,3,2,"Human Resources",3,"Married",8108.38041273657,14814,3,"Y","No",11,3,3,NA,0,10,2,3,6,3,1,2
35,"No","Travel_Rarely",992,"Research & Development",1,3,"Medical",1,1564,4,"Male",92,1,1,"Laboratory Technician",2,"Single",1340.78528992653,21731,1,"Y","No",19,3,2,80,0,3,3,3,97,0,1,2
30,"No","Travel_Rarely",1288,NA,29,4,"Technical Degree",1,1568,3,"Male",33,NA,NA,"Sales Executive",2,"Married",1967.5909929995,17471,3,"Y","No",12,3,2,80,1,9,3,3,4,9,1,3
35,"Yes","Travel_Rarely",104,"Research & Development",2,3,"Life Sciences",1,1804,1,"Female",69,3,1,"Laboratory Technician",1,"Divorced",1187.81262959523,26619,1,"Y","Yes",12,3,4,80,1,1,2,3,NA,0,0,0
53,"Yes","Travel_Rarely",607,"Research & Development",23,5,"Technical Degree",1,1572,3,"Female",38,2,3,"Manufacturing Director",4,"Married",7322.04245696353,14618,0,"Y","No",16,3,2,80,0,34,4,3,33,7,13,9
38,"Yes","Travel_Rarely",903,"Research & Development",2,3,"Medical",1,1573,3,"Male",81,3,2,NA,2,"Married",52316,NA,4,"Y","No",11,3,1,80,2,7,2,3,5,2,1,4
21,"No","Non-Travel",1200,"Research & Development",25,4,"Technical Degree",1,1574,2,"Male",39,3,2,"Research Scientist",1,"Married",2709.76845596971,20822,4,"Y","No",14,NA,2,80,1,9,3,2,6,5,1,2
48,"No","Travel_Rarely",566,"Research & Development",15,4,"Other",87,1576,3,"Female",65,3,1,"Research Scientist",1,"Married",177.345584132059,16530,8,"Y","No",12,3,4,80,1,10,NA,2,8,2,13,NA
34,"No","Travel_Rarely",741,"Research & Development",15,4,"Medical",1,1577,1,"Male",35,3,1,"Research Scientist",4,"Single",2780.37831600603,22061,1,"Y","No",13,NA,3,80,0,1,4,1,1,0,0,0
25,"No","Travel_Rarely",685,NA,26,5,"Marketing",1,1578,3,"Male",60,2,5,"Manager",4,"Married",53151.2688206095,23037,1,"Y","No",14,4,3,80,1,NA,3,2,80,6,2,13
34,"No","Travel_Rarely",1351,"Research & Development",12,4,"Life Sciences",1,1580,2,"Male",45,3,2,"Research Scientist",4,"Married",1636.13277560615,13008,9,"Y","No",17,3,2,80,1,12,3,2,2,2,2,1
26,"No","Travel_Rarely",474,"Research & Development",3,3,"Life Sciences",1,1581,1,"Female",89,3,1,"Research Scientist",4,"Married",486.672983344295,11133,1,NA,NA,21,4,1,80,NA,1,NA,3,1,0,0,0
38,"No","Travel_Rarely",1245,"Sales",14,3,"Life Sciences",1,1582,3,"Male",80,3,2,"Sales Executive",2,"Married",115717,12355,0,"Y","No",11,3,4,96,1,10,3,4,9,8,7,7
38,"No","Travel_Rarely",437,"Sales",16,1,"Life Sciences",1,1583,2,"Female",90,3,2,"Sales Executive",2,"Single",2915.46742546295,16379,2,"Y","No",12,3,2,80,0,8,5,4,3,2,1,2
36,"No","Travel_Rarely",884,"Sales",1,4,"Life Sciences",1,1585,2,"Female",73,3,2,NA,3,"Single",8422.27014407201,20827,2,"Y","No",13,3,1,NA,0,15,5,3,1,0,0,0
29,"No","Travel_Rarely",1370,"Research & Development",3,NA,"Medical",1,752,2,"Male",87,3,1,"Laboratory Technician",1,NA,20820.3991408829,16213,1,"Y","Yes",15,3,4,80,0,22,NA,2,10,9,1,5
35,NA,NA,670,"Research & Development",10,4,"Medical",1,1577,1,NA,51,3,2,"Healthcare Representative",3,"Single",13182.1068889485,4223,3,"Y","Yes",16,3,1,74,0,10,NA,3,5,2,0,4
39,"No","Travel_Rarely",596,"Sales",8,3,"Medical",1,1588,3,NA,38,4,3,"Sales Executive",3,"Married",59696,4658,2,"Y","No",11,3,1,99,1,11,3,3,7,6,7,6
29,"No",NA,995,"Research & Development",2,1,"Life Sciences",1,1590,1,"Male",87,3,2,"Healthcare Representative",4,"Divorced",105784,24483,1,"Y","No",19,3,4,80,1,6,0,4,6,4,1,3
50,"No","Travel_Rarely",264,"Sales",9,3,"Marketing",1,1591,3,NA,59,3,5,"Manager",2,"Married",9823.39556890682,19519,4,"Y","Yes",16,3,3,80,1,27,2,3,1,0,0,0
23,NA,"Travel_Rarely",977,"Research & Development",10,3,"Technical Degree",1,1082,4,"Male",45,NA,1,"Research Scientist",3,"Married",2416.40206450821,12826,2,"Y",NA,16,3,4,80,1,4,2,3,2,2,2,NA
36,"No","Travel_Frequently",1302,"Research & Development",6,4,"Life Sciences",1,1594,1,"Male",50,4,2,"Laboratory Technician",NA,"Married",18076.6727227092,6064,3,"Y","Yes",13,3,4,80,0,NA,3,3,74,2,0,2
42,"No","Travel_Rarely",1059,"Research & Development",9,2,"Other",1,1595,NA,"Male",93,2,5,"Manager",4,"Single",61589.1260713227,26362,8,NA,"No",22,4,4,80,0,24,2,3,1,0,0,1
NA,"No","Travel_Rarely",750,"Research & Development",28,3,"Life Sciences",1,1596,2,"Male",46,4,2,"Laboratory Technician",1,"Married",3013.74071281235,25348,3,"Y","No",17,3,4,80,2,10,3,1,10,9,6,8
34,"No","Travel_Frequently",NA,NA,10,4,"Technical Degree",1,1597,4,"Male",92,2,2,NA,2,"Married",2146.62491152485,7203,1,"Y","No",14,3,2,80,1,8,3,2,8,2,7,7
40,"No","Travel_Rarely",118,"Sales",14,2,"Life Sciences",78,1598,4,"Female",84,3,2,"Sales Executive",1,"Married",1776.761125329,11262,NA,"Y","No",15,3,3,80,NA,5,2,3,5,4,1,2
NA,NA,"Travel_Rarely",990,"Research & Development",27,3,"Technical Degree",1,1599,4,"Male",49,4,1,"Laboratory Technician",1,"Divorced",252.914125891788,5855,5,"Y","No",12,3,3,80,1,8,0,3,6,4,14,2
35,"No","Travel_Rarely",1349,"Research & Development",7,2,"Life Sciences",1,1601,3,"Male",63,2,1,"Laboratory Technician",4,"Married",7462.22085582974,7713,1,"Y","No",18,3,4,80,1,1,5,2,1,0,0,1
46,"No","Travel_Rarely",563,"Sales",1,4,"Life Sciences",1,1602,4,"Male",56,4,4,"Manager",3,"Single",8107.11187665189,3156,1,"Y","No",15,NA,2,80,0,27,5,1,53,10,0,12
28,"Yes","Travel_Rarely",329,"Research & Development",24,3,"Medical",1,1604,3,"Male",41,3,1,NA,2,"Married",1606.34482890591,7324,1,"Y","Yes",17,3,3,80,2,1,3,3,1,1,NA,0
22,"No","Non-Travel",457,"Research & Development",26,2,"Other",1,1605,2,"Female",85,2,1,"Research Scientist",3,"Married",6992.5681989873,10293,3,"Y","Yes",14,3,2,80,0,4,NA,2,4,2,10,3
50,"No","Travel_Frequently",1234,"Research & Development",20,5,"Medical",1,1351,2,"Male",41,NA,4,"Healthcare Representative",3,"Married",2156.69041533364,20689,2,"Y","Yes",NA,3,3,NA,1,32,3,3,30,NA,12,13
32,"No","Travel_Rarely",634,"Research & Development",5,4,"Other",1,NA,2,NA,35,4,1,"Research Scientist",4,"Married",3072.57925883072,18783,7,"Y","No",17,3,4,80,2,6,1,3,3,9,12,2
44,"No","Travel_Rarely",1313,"Research & Development",7,3,"Medical",1,1608,2,"Female",31,3,4,"Research Director",4,"Divorced",3728.77249799327,NA,0,"Y","Yes",14,3,4,80,1,23,4,2,22,7,NA,10
30,"No","Travel_Rarely",241,"Research & Development",7,3,"Medical",1,1609,2,"Male",48,2,1,"Research Scientist",2,"Married",1872.7058495494,21472,1,"Y","No",12,3,2,80,1,6,NA,2,30,4,1,1
56,"No","Travel_Rarely",NA,"Research & Development",5,5,"Medical",1,1503,3,"Female",50,1,2,"Laboratory Technician",1,"Single",417.850197344519,23447,1,"Y","Yes",14,3,1,80,0,10,1,1,10,7,1,4
45,"No","Non-Travel",NA,"Sales",26,3,"Marketing",1,1612,1,"Male",52,2,2,"Sales Executive",1,"Married",4795.1879337226,22580,1,"Y","No",15,3,1,80,1,10,2,2,66,7,4,5
31,"No","Travel_Frequently",715,"Sales",2,4,"Other",2,1613,4,"Male",54,3,4,"Sales Executive",1,"Single",12702.5303799971,14872,7,"Y","No",13,NA,4,80,0,10,3,3,NA,2,0,3
36,"No","Travel_Rarely",559,"Research & Development",12,4,"Life Sciences",1,1614,3,"Female",76,3,2,"Manufacturing Director",3,"Married",NA,12421,9,"Y","Yes",12,3,2,80,2,7,2,3,46,2,1,1
NA,"No","Travel_Frequently",426,"Research & Development",10,4,"Life Sciences",1,1615,3,"Male",42,4,2,"Manufacturing Director",2,"Divorced",5042.79034486952,NA,1,"Y",NA,13,4,1,80,1,9,3,3,9,7,7,2
49,"No","Travel_Rarely",722,"Research & Development",25,4,"Life Sciences",1,1617,3,"Female",84,3,1,"Laboratory Technician",1,"Married",8499.58929725895,22102,1,"Y","No",14,3,4,NA,1,10,6,2,9,6,1,4
39,NA,"Travel_Rarely",1387,"Research & Development",10,5,NA,1,901,2,"Male",76,3,4,"Manufacturing Director",1,"Married",2084.90047868402,3835,2,"Y","No",13,3,4,80,3,10,3,3,7,7,7,7
27,NA,"Travel_Rarely",1302,"Research & Development",19,3,"Other",1,1619,4,"Male",79,2,1,"Laboratory Technician",1,"Divorced",10835.7997898538,16290,1,"Y","No",11,3,NA,80,2,7,3,3,7,7,0,7
35,"No","Travel_Rarely",819,"Research & Development",18,5,"Life Sciences",1,NA,2,"Male",NA,1,2,"Research Scientist",1,"Married",2526.91683175777,26312,1,"Y","No",11,3,4,80,0,16,2,3,16,15,1,10
NA,"No","Travel_Rarely",580,"Research & Development",27,3,"Medical",1,1622,2,"Female",39,1,2,"Manufacturing Director",1,"Divorced",3293.28869270251,20460,0,"Y","No",23,4,2,NA,1,6,5,2,5,3,0,1
21,"No","Travel_Rarely",546,"Research & Development",26,1,"Medical",1,91,NA,NA,97,3,NA,"Research Scientist",4,"Single",23364,26009,1,"Y","No",18,3,3,80,0,3,2,3,2,2,2,2
18,"Yes","Travel_Frequently",544,"Sales",3,2,"Medical",1,1624,2,"Female",70,3,1,NA,4,"Single",252.559140660551,18420,1,"Y","Yes",12,3,3,80,0,NA,2,4,0,0,0,0
47,"No","Travel_Rarely",1176,"Human Resources",26,4,"Life Sciences",1,1625,4,"Female",98,3,5,"Manager",3,NA,79316.7540588677,5220,3,"Y","No",22,3,3,80,1,27,2,3,5,2,1,0
39,"No","Travel_Rarely",170,"Research & Development",3,2,"Medical",1,1627,3,"Male",NA,2,2,"Laboratory Technician",3,"Divorced",NA,10302,0,"Y","No",15,3,4,80,1,11,3,3,10,8,0,7
40,NA,"Travel_Rarely",1108,"Research & Development",15,3,"Life Sciences",1,1628,1,"Female",80,2,3,"Manufacturing Director",3,"Married",6345.66972966251,25800,1,"Y","No",13,3,4,80,2,23,2,3,18,15,14,8
35,"No","Non-Travel",208,"Research & Development",8,4,"Life Sciences",1,1630,3,"Female",52,3,2,"Healthcare Representative",NA,"Married",4686.53057975981,12250,1,"Y","No",12,3,4,80,0,15,5,3,14,11,NA,9
37,"No","Travel_Rarely",671,"Research & Development",19,3,"Life Sciences",1,1631,3,"Male",85,3,2,NA,3,"Married",3698.79016138493,26493,3,"Y","No",17,3,1,80,3,9,2,1,4,NA,0,2
24,"No","Travel_Frequently",711,"Research & Development",4,3,"Medical",1,NA,NA,NA,81,3,2,"Manufacturing Director",3,NA,15437.9481206691,3140,0,"Y","No",13,3,4,80,0,10,2,1,9,2,3,8
45,"No","Travel_Rarely",1329,"Research & Development",NA,2,"Other",1,1635,NA,"Female",59,2,2,"Manufacturing Director",4,"Divorced",18571,5388,8,"Y","No",19,3,1,80,2,10,3,3,10,7,3,10
38,"No","Travel_Rarely",397,"Research & Development",2,2,"Medical",1,1638,4,"Female",NA,2,3,"Manufacturing Director",3,"Married",4589.74109034239,14199,3,"Y","Yes",19,3,4,51,1,10,6,4,5,4,0,2
35,"Yes","Travel_Rarely",737,"Sales",10,1,"Medical",4,NA,4,"Male",55,2,3,"Sales Executive",1,"Married",1492.43355256812,21530,9,"Y","No",17,3,3,80,0,15,3,3,13,12,7,0
37,"No","Travel_Rarely",1470,"Research & Development",16,3,"Medical",1,NA,2,"Female",71,3,2,"Research Scientist",2,"Married",1392.88732438762,9953,1,"Y",NA,11,3,1,NA,1,8,2,1,8,4,7,7
NA,"No","Travel_Rarely",853,"Research & Development",NA,3,"Life Sciences",1,1641,3,"Female",84,4,3,"Manufacturing Director",3,"Single",7665.35200498,19948,6,"Y",NA,15,3,NA,80,2,18,2,4,4,2,3,11
44,"No","Travel_Frequently",602,"Human Resources",1,NA,"Human Resources",88,1642,1,"Male",37,3,2,"Human Resources",4,NA,42024,10503,4,"Y","Yes",11,3,3,80,0,14,3,3,10,7,0,2
48,"No","Travel_Frequently",365,"Research & Development",4,5,"Medical",1,NA,NA,"Male",89,2,4,"Manager",4,"Married",13776.8924358698,5602,2,"Y","No",25,4,2,80,1,23,3,3,2,2,2,2
31,"Yes","Travel_Rarely",763,"Sales",15,2,"Medical",1,1645,1,"Male",59,1,2,NA,4,"Divorced",11601.3070901338,22098,6,"Y",NA,14,NA,4,80,2,7,3,2,2,10,2,2
24,"No","Travel_Frequently",567,NA,2,1,NA,1,NA,1,"Female",35,NA,1,"Research Scientist",4,"Single",NA,17218,1,"Y","Yes",13,3,3,80,0,6,2,3,6,3,1,3
27,"No","Travel_Rarely",NA,"Research & Development",8,3,"Medical",1,1647,2,"Female",86,2,NA,"Research Scientist",3,"Married",1157.430968822,22490,7,"Y","No",17,3,1,80,0,5,0,3,3,2,0,2
27,"No","Travel_Frequently",591,"Research & Development",2,3,"Medical",1,1648,4,"Male",87,3,1,"Research Scientist",4,"Single",1714.86113553283,6297,5,"Y","No",13,3,3,80,0,6,0,2,4,2,1,2
40,"Yes","Travel_Rarely",1329,"Research & Development",7,3,"Life Sciences",1,1649,1,"Male",73,3,4,"Laboratory Technician",1,"Single",4414.11126965946,24622,3,"Y","Yes",14,3,2,80,0,10,3,1,4,2,0,3
29,"No","Travel_Rarely",469,NA,10,3,"Medical",1,1650,3,"Male",NA,2,2,"Sales Executive",3,"Single",4857.37929507204,23413,9,"Y","No",11,3,3,80,0,8,2,2,5,7,1,NA
36,"No","Travel_Rarely",711,"Research & Development",5,4,NA,1,1651,2,"Female",42,3,3,"Healthcare Representative",1,"Married",53675,22792,4,"Y","No",12,3,3,80,2,9,6,3,3,2,0,2
25,NA,"Travel_Frequently",772,"Research & Development",2,1,"Life Sciences",1,1948,4,"Male",77,4,2,"Manufacturing Director",3,"Divorced",4354.20635896627,2163,1,"Y","No",17,3,3,80,2,7,0,3,40,7,0,7
NA,"No","Travel_Rarely",492,"Research & Development",12,3,"Medical",1,1654,4,"Male",66,3,2,"Manufacturing Director",2,"Married",4818.03841205876,NA,1,"Y","No",21,4,4,80,0,7,3,3,35,4,1,0
49,"No","Travel_Rarely",301,"Research & Development",22,4,"Other",1,1655,1,"Female",72,3,4,"Research Director",2,"Married",8654.07106991416,3498,3,"Y","No",16,3,2,80,2,27,2,3,4,2,1,2
50,"No","Travel_Rarely",813,"Research & Development",17,5,"Life Sciences",1,1656,4,"Female",50,1,3,"Research Director",1,NA,108388.064515102,21981,5,"Y","No",15,3,3,NA,3,19,3,3,14,11,1,11
20,"No","Travel_Rarely",NA,"Sales",2,3,"Medical",1,1657,3,"Female",31,3,1,"Sales Representative",3,"Single",6092.29542997264,18507,NA,"Y","No",19,4,1,80,0,2,3,3,2,2,2,2
34,NA,"Travel_Rarely",987,"Research & Development",3,3,"Life Sciences",1,1658,4,"Female",66,3,2,"Research Scientist",3,"Divorced",9609.35105435075,NA,0,"Y","No",12,3,3,80,1,11,2,3,11,8,7,9
36,"No","Travel_Rarely",311,"Research & Development",7,3,"Life Sciences",1,1659,1,"Male",77,NA,1,"Laboratory Technician",2,"Single",32116,10950,2,"Y","No",NA,3,3,80,0,15,4,1,4,3,1,3
46,"No","Travel_Rarely",465,"Research & Development",6,5,"Life Sciences",1,1661,3,"Female",41,3,4,"Healthcare Representative",3,NA,22999.2818020229,11652,2,"Y","Yes",19,3,2,80,1,30,3,3,15,11,14,12
38,"No","Non-Travel",894,"Research & Development",1,4,"Medical",1,1662,1,"Female",33,2,2,"Manufacturing Director",3,"Married",10270.110309692,15411,0,"Y","No",15,3,3,80,0,4,6,4,NA,2,1,2
36,"No","Travel_Rarely",618,"Research & Development",3,2,"Life Sciences",1,NA,4,"Male",79,4,2,"Healthcare Representative",1,"Divorced",5459.12250754596,26308,6,"Y","No",11,4,1,80,1,13,6,3,5,4,0,4
54,"No","Travel_Rarely",584,"Research & Development",13,5,"Medical",1,1665,2,"Female",91,3,4,"Manager",2,"Married",18137.616769052,18685,3,"Y","No",25,4,3,80,1,36,NA,3,10,8,4,7
43,"No","Travel_Rarely",1291,"Research & Development",15,2,"Life Sciences",1,1666,3,"Male",65,2,4,"Research Director",3,NA,1271.02233373711,3525,1,"Y","No",24,4,1,NA,1,14,3,3,NA,10,6,11
35,"Yes","Travel_Frequently",880,NA,12,4,"Other",1,1667,4,"Male",36,3,2,"Sales Executive",4,"Single",2263.48746502257,10414,3,"Y","Yes",18,4,4,80,0,13,2,4,NA,9,6,7
38,"No","Travel_Frequently",1189,"Research & Development",1,3,"Life Sciences",1,1668,4,"Male",90,3,2,"Research Scientist",4,"Married",3259.23440502503,9867,7,"Y",NA,11,3,4,80,2,19,6,4,13,11,2,9
29,"No",NA,991,"Sales",5,2,"Medical",1,1669,1,"Male",43,2,2,"Sales Executive",2,"Divorced",6167.9784005717,3356,1,"Y","Yes",16,3,NA,80,1,10,3,2,10,0,0,9
33,"No","Travel_Rarely",392,"Sales",2,NA,"Medical",1,1670,4,"Male",93,3,NA,"Sales Executive",4,"Divorced",5152.80703067314,3921,1,"Y","No",14,3,3,NA,2,23,5,3,6,2,0,4
32,"No","Travel_Rarely",977,"Research & Development",2,3,"Medical",1,1671,4,"Male",45,3,2,"Research Scientist",2,"Divorced",7680.54401774362,25518,0,"Y","No",13,3,3,80,2,10,4,2,9,5,1,6
31,"No","Travel_Rarely",1112,"Sales",5,4,"Life Sciences",1,1673,1,"Female",67,3,2,"Sales Executive",4,NA,10262.6886700948,22589,1,"Y","No",11,3,1,16,2,10,2,3,10,0,0,2
